source_repo,source_commit,source_path,license,attribution,private_risk,sanitization_reviewed_by,disposition,new_path,rationale
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/deep-timeline/vault/Knowledge/Deep Timeline/Trade and Markets Spine/Prediction Markets as Social Sensors.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/deep-timeline/vault/Knowledge/Deep Timeline/Trade and Markets Spine/Prediction Markets as Social Sensors.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/deep-timeline/vault/Knowledge/Deep Timeline/Trade and Markets Spine/Speculation and Bubbles.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/deep-timeline/vault/Knowledge/Deep Timeline/Trade and Markets Spine/Speculation and Bubbles.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/deep-timeline/vault/Knowledge/Deep Timeline/Trade and Markets Spine/Trade Origins.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/deep-timeline/vault/Knowledge/Deep Timeline/Trade and Markets Spine/Trade Origins.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/deep-timeline/vault/Knowledge/Deep Timeline/War State Empire Spine/War State Empire Spine.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/deep-timeline/vault/Knowledge/Deep Timeline/War State Empire Spine/War State Empire Spine.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/deep-timeline/vault/Templates/Cross-Domain Bridge Note.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/deep-timeline/vault/Templates/Cross-Domain Bridge Note.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/deep-timeline/vault/Templates/Deep Timeline Event.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/deep-timeline/vault/Templates/Deep Timeline Event.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/deep-timeline/vault/Templates/Market-History Context Note.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/deep-timeline/vault/Templates/Market-History Context Note.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/deep-timeline/vault/Templates/Mechanism Note.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/deep-timeline/vault/Templates/Mechanism Note.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/deep-timeline/vault/Templates/Source Snapshot.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/deep-timeline/vault/Templates/Source Snapshot.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/learning-os/README.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/learning-os/README.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/learning-os/vault/Learning OS/Concept Graphs/Concept Graph Index.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/learning-os/vault/Learning OS/Concept Graphs/Concept Graph Index.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/learning-os/vault/Learning OS/Curriculum Maps/Curriculum Map Template.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/learning-os/vault/Learning OS/Curriculum Maps/Curriculum Map Template.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/learning-os/vault/Learning OS/Drill Notes/Drill Note Template.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/learning-os/vault/Learning OS/Drill Notes/Drill Note Template.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/learning-os/vault/Learning OS/Knowledge Reviews/Knowledge Review Template.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/learning-os/vault/Learning OS/Knowledge Reviews/Knowledge Review Template.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/learning-os/vault/Learning OS/Learning OS Index.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/learning-os/vault/Learning OS/Learning OS Index.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/learning-os/vault/Learning OS/Project-Based Learning/Project-Based Learning Index.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/learning-os/vault/Learning OS/Project-Based Learning/Project-Based Learning Index.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/learning-os/vault/Learning OS/Reading Paths/Reading Path Template.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/learning-os/vault/Learning OS/Reading Paths/Reading Path Template.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/learning-os/vault/Learning OS/Source Queues/Learning Source Queue.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/learning-os/vault/Learning OS/Source Queues/Learning Source Queue.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/markets/README.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/markets/README.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/markets/vault/Markets/Calibration Reviews/Calibration Review Template.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/markets/vault/Markets/Calibration Reviews/Calibration Review Template.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/markets/vault/Markets/Catalyst Calendar/Catalyst Calendar.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/markets/vault/Markets/Catalyst Calendar/Catalyst Calendar.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/markets/vault/Markets/Intervention and Industrial Policy/Intervention and Industrial Policy Index.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/markets/vault/Markets/Intervention and Industrial Policy/Intervention and Industrial Policy Index.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/markets/vault/Markets/Market Context/Market Context Index.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/markets/vault/Markets/Market Context/Market Context Index.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/markets/vault/Markets/Market Intelligence Index.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/markets/vault/Markets/Market Intelligence Index.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/markets/vault/Markets/Political/Public-Official Trades/Political Trades Tracker.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/markets/vault/Markets/Political/Public-Official Trades/Political Trades Tracker.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/markets/vault/Markets/Portfolio Research/Portfolio Research Index.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/markets/vault/Markets/Portfolio Research/Portfolio Research Index.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/markets/vault/Markets/Prediction Ledger/Prediction Ledger.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/markets/vault/Markets/Prediction Ledger/Prediction Ledger.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/markets/vault/Markets/Regime Maps/Regime Map.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/markets/vault/Markets/Regime Maps/Regime Map.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/markets/vault/Markets/Sector Maps/Sector Maps Index.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/markets/vault/Markets/Sector Maps/Sector Maps Index.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/markets/vault/Markets/Source Queue/Market Source Queue.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/markets/vault/Markets/Source Queue/Market Source Queue.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/markets/vault/Markets/Thesis Ledger/Thesis Ledger.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/markets/vault/Markets/Thesis Ledger/Thesis Ledger.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/personal-os/README.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/personal-os/README.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/personal-os/vault/Personal OS/Dashboard/Personal OS Dashboard.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/personal-os/vault/Personal OS/Dashboard/Personal OS Dashboard.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/personal-os/vault/Personal OS/Decision Logs/Decision Log.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/personal-os/vault/Personal OS/Decision Logs/Decision Log.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/personal-os/vault/Personal OS/Energy Attention Cadence/Energy Attention Cadence.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/personal-os/vault/Personal OS/Energy Attention Cadence/Energy Attention Cadence.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/personal-os/vault/Personal OS/Experiments/Experiment Template.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/personal-os/vault/Personal OS/Experiments/Experiment Template.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/personal-os/vault/Personal OS/Life Baselines/Life Baseline Template.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/personal-os/vault/Personal OS/Life Baselines/Life Baseline Template.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/personal-os/vault/Personal OS/Personal OS Index.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/personal-os/vault/Personal OS/Personal OS Index.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/personal-os/vault/Personal OS/Reviews/Reviews Index.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/personal-os/vault/Personal OS/Reviews/Reviews Index.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/personal-os/vault/Personal OS/Self Assessments/Self Assessment Template.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/personal-os/vault/Personal OS/Self Assessments/Self Assessment Template.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/personal-os/vault/Personal OS/Weekly Reviews/Weekly Review Template.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/personal-os/vault/Personal OS/Weekly Reviews/Weekly Review Template.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/product-os/README.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/product-os/README.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/product-os/vault/Product OS/Agent Task Packets/Agent Task Packet Template.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/product-os/vault/Product OS/Agent Task Packets/Agent Task Packet Template.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/product-os/vault/Product OS/Build Decisions/Build Decisions.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/product-os/vault/Product OS/Build Decisions/Build Decisions.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/product-os/vault/Product OS/Competitor Intelligence/Competitor Intelligence Index.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/product-os/vault/Product OS/Competitor Intelligence/Competitor Intelligence Index.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/product-os/vault/Product OS/Customer Discovery/Customer Discovery Index.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/product-os/vault/Product OS/Customer Discovery/Customer Discovery Index.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/product-os/vault/Product OS/Evidence Ledger/Evidence Ledger.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/product-os/vault/Product OS/Evidence Ledger/Evidence Ledger.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/product-os/vault/Product OS/Kill Merge Promote Reviews/Kill Merge Promote Review.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/product-os/vault/Product OS/Kill Merge Promote Reviews/Kill Merge Promote Review.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/product-os/vault/Product OS/Market Maps/Market Maps Index.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/product-os/vault/Product OS/Market Maps/Market Maps Index.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/product-os/vault/Product OS/Opportunity Ledger/Opportunity Ledger.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/product-os/vault/Product OS/Opportunity Ledger/Opportunity Ledger.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/product-os/vault/Product OS/Product OS Index.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/product-os/vault/Product OS/Product OS Index.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/product-os/vault/Product OS/Product Thesis.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/product-os/vault/Product OS/Product Thesis.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/research/README.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/research/README.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,packs/research/,Accepted as source material for the bounded Release 1.0 artifact at packs/research/; it will be consolidated rather than copied.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/research/vault/Research/Claim Ledgers/Claim Ledger.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/research/vault/Research/Claim Ledgers/Claim Ledger.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,packs/research/,Accepted as source material for the bounded Release 1.0 artifact at packs/research/; it will be consolidated rather than copied.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/research/vault/Research/Counterweights/Counterweight Pass.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/research/vault/Research/Counterweights/Counterweight Pass.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,packs/research/,Accepted as source material for the bounded Release 1.0 artifact at packs/research/; it will be consolidated rather than copied.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/research/vault/Research/Evidence Ladders/Evidence Ladder.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/research/vault/Research/Evidence Ladders/Evidence Ladder.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,packs/research/,Accepted as source material for the bounded Release 1.0 artifact at packs/research/; it will be consolidated rather than copied.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/research/vault/Research/Reading Logs/Reading Log.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/research/vault/Research/Reading Logs/Reading Log.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,packs/research/,Accepted as source material for the bounded Release 1.0 artifact at packs/research/; it will be consolidated rather than copied.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/research/vault/Research/Research Index.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/research/vault/Research/Research Index.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,packs/research/,Accepted as source material for the bounded Release 1.0 artifact at packs/research/; it will be consolidated rather than copied.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/research/vault/Research/Source Queue.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/research/vault/Research/Source Queue.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,packs/research/,Accepted as source material for the bounded Release 1.0 artifact at packs/research/; it will be consolidated rather than copied.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/research/vault/Research/Source Snapshots/Source Snapshot Template.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/research/vault/Research/Source Snapshots/Source Snapshot Template.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,packs/research/,Accepted as source material for the bounded Release 1.0 artifact at packs/research/; it will be consolidated rather than copied.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/research/vault/Research/Synthesis Notes/Synthesis Note Template.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/research/vault/Research/Synthesis Notes/Synthesis Note Template.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,packs/research/,Accepted as source material for the bounded Release 1.0 artifact at packs/research/; it will be consolidated rather than copied.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/simulation-lab/README.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/simulation-lab/README.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/simulation-lab/vault/Simulation Lab/Candidate Resolution Ledger.csv,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/simulation-lab/vault/Simulation Lab/Candidate Resolution Ledger.csv,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/simulation-lab/vault/Simulation Lab/Candidate Resolution Ledger.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/simulation-lab/vault/Simulation Lab/Candidate Resolution Ledger.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/simulation-lab/vault/Simulation Lab/Failure Reviews/Failure Review Template.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/simulation-lab/vault/Simulation Lab/Failure Reviews/Failure Review Template.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/simulation-lab/vault/Simulation Lab/Hypothesis Wind Tunnel/Hypothesis Template.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/simulation-lab/vault/Simulation Lab/Hypothesis Wind Tunnel/Hypothesis Template.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/simulation-lab/vault/Simulation Lab/Market Shot Lab/Market Shot Lab.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/simulation-lab/vault/Simulation Lab/Market Shot Lab/Market Shot Lab.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
